customer,state,gender,customer_lifetime_value,income,monthly_premium_auto,policy_type,vehicle_class,total_claim_amount
CB62406,AZ,M,68035968.0,43758.0,171.0,Corporate Auto,SUV,1129.929433
WH82416,Oregon,M,97662171.0,75651.0,81.0,Personal Auto,Four-Door Car,375.11129
LM44949,Oregon,F,56825153.0,36938.0,70.0,Special Auto,Four-Door Car,244.801119
JR59597,California,M,63329418.00000001,50843.0,82.0,Personal Auto,Two-Door Car,393.6
ZS22428,California,F,49165770.0,21907.0,62.0,Personal Auto,Four-Door Car,2.96438
AZ34845,California,F,47982409.0,77846.0,119.0,Personal Auto,Sports Car,342.471939
XZ34917,Washington,M,56438024.0,41043.0,72.0,Personal Auto,Four-Door Car,345.6
QU20310,AZ,F,92474644.0,97030.0,76.0,Corporate Auto,Four-Door Car,416.637499
NQ42020,Oregon,M,73229289.0,80864.0,182.0,Personal Auto,Luxury SUV,618.210272
ZF40143,Nevada,F,82759001.0,48197.0,106.0,Personal Auto,Four-Door Car,508.8
GU65780,California,M,56354037.0,70837.0,73.0,Personal Auto,Four-Door Car,362.743231
KY32675,AZ,M,149702851.0,85297.0,93.0,Special Auto,Two-Door Car,620.011594
ZX35838,Oregon,F,93363369.0,70177.0,115.0,Personal Auto,Four-Door Car,225.517666
LU42720,Nevada,M,483569608.0,52499.0,138.0,Personal Auto,SUV,1171.537594
FB25242,Oregon,M,56869153.0,63143.0,71.0,Corporate Auto,Four-Door Car,340.8
RW51650,Oregon,M,86228354.0,97361.0,73.0,Personal Auto,Four-Door Car,350.4
XX94684,Nevada,M,50796748.0,50052.0,130.0,Personal Auto,Sports Car,624.0
AH99727,AZ,F,56233144.99999999,11612.0,71.0,Personal Auto,Four-Door Car,340.8
NZ85858,AZ,F,52700136.0,78115.0,65.0,Personal Auto,Four-Door Car,255.454322
JU19953,California,F,86211722.0,81947.0,71.0,Personal Auto,Two-Door Car,203.993499
LC33025,Oregon,M,79183349.0,44698.0,211.0,Personal Auto,Luxury Car,1012.8
BV86143,California,F,210340181.99999997,26876.0,66.0,Personal Auto,Four-Door Car,219.209762
AY88788,Oregon,F,154176822.0,69841.0,192.0,Personal Auto,Luxury SUV,878.812468
OJ33945,Oregon,F,86926368.0,97768.0,72.0,Personal Auto,Two-Door Car,151.843731
HZ25580,Washington,F,23961924.0,39062.0,61.0,Corporate Auto,Two-Door Car,346.991025
AR96516,Oregon,F,59149518.00000001,50217.0,74.0,Personal Auto,Two-Door Car,355.2
JP69864,Washington,F,22484496.0,24910.0,63.0,Personal Auto,Four-Door Car,347.857619
MV69686,Oregon,F,39821807.0,38500.0,99.0,Corporate Auto,Four-Door Car,423.286512
SC95565,Nevada,F,28877796.999999996,62018.0,71.0,Personal Auto,Two-Door Car,293.865315
OH83248,California,M,84585313.0,57394.0,106.0,Personal Auto,Four-Door Car,316.492058
DB28979,California,M,74783137.0,23530.0,65.0,Corporate Auto,Two-Door Car,312.0
ZS32263,California,F,37886498.0,48887.0,95.0,Personal Auto,Four-Door Car,456.0
IY59173,Oregon,F,52206853.0,68867.0,129.0,Personal Auto,SUV,619.2
KL17620,California,F,71302948.0,12062.0,63.0,Corporate Auto,Four-Door Car,302.4
CP28581,AZ,M,85135927.0,59230.0,107.0,Personal Auto,SUV,245.076091
QR15592,AZ,F,56601338.0,59586.0,72.0,Personal Auto,Four-Door Car,91.198362
RI85578,Washington,F,26381401.0,79699.0,65.0,Personal Auto,Two-Door Car,348.82656
TG68823,AZ,F,53188966.0,25134.0,67.0,Personal Auto,Four-Door Car,321.6
SS54050,California,M,160055051.0,44901.0,70.0,Personal Auto,Four-Door Car,460.806124
XI51746,Oregon,F,88269615.0,28463.0,113.0,Personal Auto,SUV,324.317667
KG85675,Nevada,F,47268693.0,13037.0,124.0,Personal Auto,SUV,839.348464
KK64803,California,M,274434748.0,82320.0,99.0,Personal Auto,Four-Door Car,475.2
RL59810,Oregon,F,51378521.0,78460.0,64.0,Personal Auto,Four-Door Car,203.568733
WR76339,California,M,50927939.0,46922.0,64.0,Corporate Auto,Two-Door Car,403.385123
BA40043,California,M,57998268.00000001,60689.0,74.0,Corporate Auto,Four-Door Car,5.746657
SV48204,Oregon,F,104849154.0,61108.0,89.0,Personal Auto,Four-Door Car,49.451117
RJ79502,AZ,M,85012800.0,98003.0,107.0,Personal Auto,SUV,449.408637
LY14355,Washington,F,29359883.0,73847.0,73.0,Personal Auto,Two-Door Car,350.4
NL32558,AZ,F,65033969.99999999,22081.0,84.0,Personal Auto,Two-Door Car,451.670309
CP92616,Nevada,M,468052230.99999994,83006.0,235.0,Personal Auto,Luxury SUV,1065.049894
BP28492,AZ,F,48347105.0,38713.0,66.0,Corporate Auto,Four-Door Car,316.8
MX28412,Oregon,F,25753237.0,28700.0,68.0,Personal Auto,Four-Door Car,326.4
DT99586,California,F,371116595.0,61552.0,115.0,Personal Auto,SUV,12.252847
IC41932,Nevada,M,43711904.0,56718.0,113.0,Personal Auto,SUV,542.4
DA35744,Oregon,M,167963360.0,66776.0,71.0,Corporate Auto,Four-Door Car,131.808343
GU96042,California,M,79885064.0,58268.0,67.0,Corporate Auto,Two-Door Car,228.641342
SF32458,California,M,49914720.0,12608.0,66.0,Personal Auto,Four-Door Car,214.866605
OM85313,California,M,29219309.000000004,63499.0,73.0,Personal Auto,Four-Door Car,278.964095
MH81246,Oregon,M,76131931.0,36247.0,96.0,Corporate Auto,Four-Door Car,329.522858
OH99089,California,F,58274097.0,30228.0,73.0,Personal Auto,Four-Door Car,163.345647
XE39286,AZ,F,97787336.0,99364.0,121.0,Personal Auto,Sports Car,580.8
JA93297,California,M,226585365.0,23665.0,67.0,Personal Auto,Four-Door Car,404.817249
IC32996,Oregon,M,48727744.0,69247.0,61.0,Corporate Auto,Two-Door Car,226.522147
LO67195,AZ,F,74448146.0,56047.0,92.0,Corporate Auto,Four-Door Car,82.733588
PG93638,Oregon,M,57611112.0,28919.0,73.0,Personal Auto,Two-Door Car,207.828024
CH73843,AZ,M,76235807.0,69900.0,64.0,Personal Auto,Two-Door Car,33.97
XT93203,California,M,109639572.0,55687.0,276.0,Personal Auto,Luxury SUV,1324.8
OR85652,Oregon,F,74278451.0,78294.0,92.0,Personal Auto,Four-Door Car,181.148732
HP46467,Oregon,F,49530864.0,21385.0,127.0,Corporate Auto,SUV,609.6
KP54476,California,M,77804893.0,87128.0,97.0,Personal Auto,Two-Door Car,495.612777
AI47152,Nevada,F,79927791.0,35434.0,66.0,Personal Auto,Four-Door Car,297.051768
BU15334,California,F,41706873.0,29462.0,107.0,Corporate Auto,SUV,513.6
GD59796,Nevada,F,232282367.0,53243.0,102.0,Personal Auto,Four-Door Car,489.6
OX59701,California,M,54458169.99999999,21006.0,139.0,Personal Auto,SUV,667.2
JC38573,Oregon,M,55282128.0,36088.0,72.0,Corporate Auto,Four-Door Car,345.6
RC11491,Oregon,F,103906665.0,28948.0,131.0,Corporate Auto,SUV,295.83086
RZ24101,Nevada,F,71425491.0,24417.0,185.0,Personal Auto,SUV,888.0
OB88698,Oregon,M,54695430.00000001,67099.0,69.0,Personal Auto,Two-Door Car,22.995594
IK92617,Oregon,F,116287339.99999999,97830.0,96.0,Personal Auto,Four-Door Car,298.362415
BJ65040,AZ,F,27334319.0,93558.0,67.0,Personal Auto,Four-Door Car,478.234236
WY57101,AZ,F,40144531.0,37384.0,99.0,Personal Auto,Four-Door Car,475.2
OG77759,AZ,M,71195319.0,28227.0,62.0,Personal Auto,Four-Door Car,551.28213
HN38084,Nevada,M,117727907.0,51008.0,74.0,Corporate Auto,Two-Door Car,355.2
GD11927,California,M,23817908.0,78185.0,61.0,Personal Auto,Four-Door Car,292.8
KH48996,AZ,F,119005448.0,97205.0,100.0,Personal Auto,Sports Car,5.573179
VF32979,Washington,F,58001718.99999999,25472.0,73.0,Corporate Auto,Four-Door Car,350.4
LS90887,California,F,56743812.0,26225.0,72.0,Special Auto,Four-Door Car,320.777404
EN72010,Oregon,M,72714340.0,20545.0,70.0,Personal Auto,Two-Door Car,336.0
GJ47896,AZ,F,26610334.000000004,35503.0,67.0,Personal Auto,Two-Door Car,216.173135
GD87742,Oregon,F,141405589.0,58988.0,118.0,Personal Auto,Sports Car,566.4
EZ48947,Nevada,M,131111132.0,67197.0,111.0,Special Auto,SUV,147.948783
OJ50322,Nevada,M,157626035.0,39032.0,198.0,Personal Auto,SUV,950.4
QB58745,California,M,27875398.0,34927.0,70.0,Personal Auto,Two-Door Car,242.491357
IG62421,Nevada,M,34361343.0,30817.0,88.0,Personal Auto,Four-Door Car,91.834668
SF29724,California,F,27133680.0,31535.0,70.0,Personal Auto,Four-Door Car,90.525716
WM95454,California,F,28673121.999999996,23376.0,78.0,Personal Auto,Four-Door Car,374.4
CB96381,California,F,145902458.0,46244.0,62.0,Corporate Auto,Four-Door Car,255.285875
MJ60422,AZ,M,66524744.99999999,34886.0,84.0,Personal Auto,Two-Door Car,403.2
CM55703,Washington,F,28969188.0,33746.0,74.0,Personal Auto,Two-Door Car,355.2
ZE76673,Oregon,M,109720678.0,24164.0,137.0,Personal Auto,Sports Car,657.6
TO60700,Washington,F,,25859.0,74.0,Special Auto,Four-Door Car,355.2
ZM28138,AZ,F,72271204.0,40153.0,61.0,Personal Auto,Four-Door Car,340.07498
KC32511,Oregon,F,51816209.0,97131.0,64.0,Personal Auto,Four-Door Car,307.2
NE10467,AZ,F,42810622.0,23712.0,106.0,Corporate Auto,SUV,508.8
RL74454,Nevada,F,51471102.0,33171.0,65.0,Personal Auto,Four-Door Car,236.643695
EV53200,Nevada,M,215043388.0,60228.0,112.0,Personal Auto,SUV,286.102971
AJ89107,AZ,M,73493285.0,27072.0,93.0,Personal Auto,Four-Door Car,565.336931
WS25565,California,M,85098509.0,26057.0,74.0,Personal Auto,Four-Door Car,523.888845
ZY33234,Nevada,F,42971891.0,66331.0,107.0,Personal Auto,Two-Door Car,513.6
PS69748,Washington,M,87170498.0,83846.0,74.0,Personal Auto,Four-Door Car,355.2
HL33607,Washington,M,87170498.0,83846.0,74.0,Personal Auto,Four-Door Car,355.2
DG90902,California,F,174766414.0,45106.0,73.0,Personal Auto,Four-Door Car,350.4
SW96063,AZ,F,104798997.0,78435.0,130.0,Personal Auto,SUV,553.61131
KR50062,Oregon,M,27544568.0,79507.0,70.0,Personal Auto,Two-Door Car,442.199439
CU19735,Arizona,M,80412006.0,44986.0,101.0,Corporate Auto,SUV,624.023564
ST52914,Arizona,M,60429118.99999999,25899.0,79.0,Personal Auto,Two-Door Car,568.8
WQ68301,Oregon,M,28274389.0,13610.0,74.0,Personal Auto,Four-Door Car,355.2
UR36912,California,M,27968021.999999996,77362.0,70.0,Personal Auto,Two-Door Car,386.599797
SK46419,California,M,40728494.0,96443.0,102.0,Personal Auto,SUV,489.6
ER65086,Nevada,M,61316631.99999999,90778.0,76.0,Personal Auto,Four-Door Car,62.291009
VL80291,Nevada,F,32096630.0,78494.0,79.0,Personal Auto,Two-Door Car,122.305677
WL45773,California,F,28086059.999999996,83497.0,69.0,Special Auto,Four-Door Car,196.523187
TT36693,Nevada,M,43629312.0,58842.0,110.0,Personal Auto,Four-Door Car,528.0
PT12544,Arizona,M,68804689.0,63935.0,87.0,Personal Auto,Four-Door Car,221.61885
OM63414,Arizona,F,50716515.0,62258.0,65.0,Personal Auto,Two-Door Car,117.450428
FP93662,California,F,158065340.0,58516.0,98.0,Corporate Auto,Two-Door Car,470.4
SA40041,Washington,F,57498838.0,22814.0,73.0,Personal Auto,Four-Door Car,360.773462
EW82164,California,F,41674196.0,56901.0,104.0,Personal Auto,SUV,499.2
CA96230,California,M,91895183.0,99443.0,117.0,Personal Auto,SUV,228.049424
KM79894,Arizona,M,30951753.999999996,88246.0,77.0,Corporate Auto,Four-Door Car,428.608683
KR25511,Washington,M,60052148.0,26876.0,76.0,Corporate Auto,Four-Door Car,364.8
DZ45471,Nevada,M,75821138.0,64801.0,64.0,Personal Auto,Four-Door Car,268.471802
DE18949,Oregon,F,163446081.0,57029.0,68.0,Corporate Auto,Two-Door Car,135.788525
BN74268,Arizona,F,117631525.0,28045.0,99.0,Personal Auto,Four-Door Car,475.2
QJ93301,Nevada,M,40533738.0,44661.0,101.0,Personal Auto,Two-Door Car,436.836944
OO92815,Arizona,F,33111578.999999996,21246.0,83.0,Personal Auto,Four-Door Car,398.4
HV50891,Nevada,M,35280443.0,31278.0,92.0,Personal Auto,Two-Door Car,441.6
RK59543,California,F,55953899.0,74454.0,71.0,Personal Auto,Four-Door Car,340.8
IH54239,California,M,50896943.0,62474.0,63.0,Personal Auto,Four-Door Car,112.120881
RC95515,Arizona,M,47928305.0,20647.0,63.0,Personal Auto,Four-Door Car,185.061408
TI61458,California,F,277896924.0,33806.0,89.0,Personal Auto,Four-Door Car,395.729716
KC19420,California,F,49876431.0,19589.0,127.0,Personal Auto,SUV,1027.010512
TP12241,California,F,51231968.0,22338.0,67.0,Personal Auto,Two-Door Car,307.801098
BD89564,Nevada,M,59897739.0,66839.0,154.0,Personal Auto,Sports Car,739.2
EC71986,Washington,F,24292805.0,26736.0,63.0,Personal Auto,Four-Door Car,367.92773
CJ97736,Oregon,F,58281822.0,31364.0,74.0,Personal Auto,Four-Door Car,461.269135
QF59448,Washington,M,28315877.0,17752.0,77.0,Personal Auto,Four-Door Car,369.6
YB70005,Oregon,M,97679369.0,36225.0,123.0,Special Auto,SUV,221.048602
FL18392,California,F,57190887.0,77601.0,71.0,Personal Auto,Two-Door Car,276.640352
AL21967,Oregon,M,101714778.0,74243.0,84.0,Corporate Auto,Four-Door Car,71.311211
KC67431,California,F,105171563.99999999,46707.0,133.0,Personal Auto,Sports Car,80.70505
QO89177,California,M,119267533.0,50234.0,101.0,Personal Auto,Four-Door Car,484.8
AV72430,Oregon,M,165317038.0,75526.0,103.0,Personal Auto,Four-Door Car,494.4
TL18087,Washington,M,30592821.000000004,65083.0,77.0,Personal Auto,Four-Door Car,369.6
WI29961,Nevada,M,54374437.0,28343.0,69.0,Personal Auto,Two-Door Car,331.2
ZR11692,California,M,51032966.0,74948.0,64.0,Corporate Auto,Four-Door Car,216.744457
No36572,Oregon,M,45831009.0,22728.0,116.0,Personal Auto,Four-Door Car,556.8
MN62189,California,F,89919845.0,17331.0,117.0,Personal Auto,SUV,1138.255325
MQ32284,California,F,122327762.99999999,35133.0,102.0,Personal Auto,SUV,692.962785
NS38229,Nevada,F,51260389.0,63147.0,64.0,Personal Auto,Four-Door Car,87.565229
IB41597,California,F,110141636.00000001,67575.0,91.0,Personal Auto,Four-Door Car,401.60781
EL70257,California,F,84043951.0,48315.0,71.0,Personal Auto,Four-Door Car,340.8
NB27041,Arizona,F,90356711.0,34337.0,113.0,Corporate Auto,Four-Door Car,542.4
BM28359,Oregon,M,54537076.0,33818.0,72.0,Personal Auto,Four-Door Car,341.878002
VB77950,California,F,37663666.0,22439.0,98.0,Personal Auto,Four-Door Car,470.4
PE47967,Oregon,F,72839344.0,79055.0,186.0,Personal Auto,Luxury SUV,177.635183
QR47308,Nevada,F,27452498.0,45191.0,69.0,Personal Auto,Four-Door Car,330.782934
YU49449,California,M,26262794.0,41990.0,66.0,Personal Auto,Four-Door Car,316.8
KN25124,Oregon,F,24568166.0,50979.0,61.0,Personal Auto,Two-Door Car,262.842655
HI51182,Oregon,F,84536777.0,59888.0,106.0,Personal Auto,Four-Door Car,712.682559
MS18916,California,M,35085695.0,20978.0,98.0,Personal Auto,Four-Door Car,1176.2788
IE40701,California,M,28773543.0,32807.0,73.0,Personal Auto,Four-Door Car,350.4
UT48216,Nevada,M,78401658.0,58414.0,210.0,Personal Auto,Luxury SUV,1008.0
VN92740,Arizona,F,27710450.0,50071.0,71.0,Corporate Auto,Two-Door Car,18.918935
IZ55070,Nevada,F,53394882.99999999,67796.0,69.0,Personal Auto,Four-Door Car,331.2
HI74419,Washington,M,80928770.0,50825.0,102.0,Personal Auto,SUV,369.614729
MP76478,Washington,F,86465041.0,64125.0,108.0,Corporate Auto,SUV,369.818708
DY30071,Oregon,M,56592384.0,69387.0,71.0,Personal Auto,Four-Door Car,71.517444
ZN24083,Oregon,M,55324623.0,29084.0,71.0,Corporate Auto,Four-Door Car,492.088331
JU74347,Oregon,M,79435133.0,60214.0,100.0,Corporate Auto,Sports Car,291.287905
YJ35850,Oregon,M,97746058.0,96018.0,122.0,Personal Auto,SUV,390.88142
IE15348,Washington,F,40670047.0,28466.0,102.0,Personal Auto,SUV,371.802628
GP67816,California,F,232083942.0,60233.0,116.0,Personal Auto,Two-Door Car,481.265179
PW51793,Oregon,M,73258927.0,52920.0,93.0,Personal Auto,Four-Door Car,1101.05432
UF59346,California,M,41703407.0,90310.0,104.0,Personal Auto,SUV,166.355491
FG29932,California,M,78401658.0,58414.0,210.0,Special Auto,Luxury SUV,1008.0
UX71137,Washington,F,88759655.0,69205.0,110.0,Personal Auto,Four-Door Car,372.362565
BY54111,Oregon,M,193789078.0,21159.0,73.0,Personal Auto,Four-Door Car,350.4
RM83767,Washington,M,59709956.99999999,64008.0,85.0,Personal Auto,Four-Door Car,372.893812
PT15464,Arizona,F,91488779.0,68236.0,114.0,Personal Auto,SUV,20.725611
BP92643,Arizona,F,137709762.0,59207.0,116.0,Personal Auto,Four-Door Car,556.8
BW94308,Washington,F,200968934.0,92766.0,71.0,Personal Auto,Two-Door Car,379.029102
GQ46925,Arizona,M,58216843.00000001,77563.0,143.0,Personal Auto,Sports Car,545.999699
RF14806,Arizona,F,30958034.000000004,33415.0,78.0,Personal Auto,Four-Door Car,374.4
KJ23009,California,F,105985425.0,20179.0,133.0,Corporate Auto,SUV,638.4
IB81655,California,M,76951230.0,50147.0,101.0,Personal Auto,SUV,484.8
SV62436,Washington,,30417915.999999996,13789.0,79.0,Personal Auto,Four-Door Car,379.2
QS96715,Nevada,F,81317792.0,93715.0,102.0,Personal Auto,SUV,254.83769
SW55711,Oregon,M,38153216.0,23540.0,103.0,Corporate Auto,Two-Door Car,494.4
LZ19268,California,F,116388995.0,25370.0,102.0,Personal Auto,Sports Car,489.6
FU74983,Nevada,F,228005354.0,68771.0,96.0,Personal Auto,Four-Door Car,276.268778
AP52126,Oregon,F,131518320.0,68562.0,108.0,Personal Auto,SUV,228.498823
EX61844,Arizona,M,140199755.0,36733.0,71.0,Personal Auto,Four-Door Car,327.078047
QC30857,Nevada,F,29311552.0,45768.0,73.0,Personal Auto,Two-Door Car,191.934494
HV85198,Arizona,M,84714175.0,63513.0,70.0,Personal Auto,Four-Door Car,185.667213
BS91566,Arizona,F,54312191.0,58161.0,68.0,Corporate Auto,Four-Door Car,140.747286
IL40123,Nevada,F,56896441.0,83640.0,70.0,Corporate Auto,Two-Door Car,471.050488
ZL73902,Nevada,F,,25820.0,82.0,Personal Auto,Four-Door Car,393.6
FN77294,California,M,,30366.0,101.0,Personal Auto,SUV,484.8
VI78454,Arizona,M,,51789.0,70.0,Personal Auto,Four-Door Car,336.0
XN62489,Oregon,M,,18608.0,71.0,Corporate Auto,Four-Door Car,340.8
GP66031,California,F,,83758.0,64.0,Corporate Auto,Two-Door Car,106.591949
IX68587,Nevada,F,,22886.0,65.0,Personal Auto,Four-Door Car,312.0
HX17929,California,F,,11828.0,90.0,Personal Auto,Four-Door Car,571.479602
IC59236,California,F,,44762.0,62.0,Corporate Auto,Four-Door Car,114.51444
HP87787,Arizona,M,,82664.0,114.0,Corporate Auto,SUV,133.425609
QZ77637,Washington,F,,84978.0,72.0,Corporate Auto,Four-Door Car,166.77296
FP11777,California,M,,24164.0,137.0,Corporate Auto,Sports Car,657.6
AX86150,Washington,M,,62777.0,67.0,Personal Auto,Two-Door Car,101.288069
MW57614,Arizona,F,,19864.0,63.0,Personal Auto,Four-Door Car,352.394515
TJ30081,Arizona,M,,44428.0,104.0,Personal Auto,SUV,499.2
FW44940,California,F,,21139.0,113.0,Personal Auto,Sports Car,656.798232
WZ61178,California,F,,11896.0,69.0,Personal Auto,Two-Door Car,476.254583
YC67208,California,M,,27972.0,61.0,Personal Auto,Four-Door Car,292.8
IP52990,Oregon,F,,38399.0,106.0,Personal Auto,SUV,368.890904
VF73104,Arizona,F,,20868.0,63.0,Personal Auto,Four-Door Car,134.629643
OC80343,Oregon,M,,49682.0,101.0,Personal Auto,SUV,198.84453
EL89222,California,F,,79090.0,107.0,Personal Auto,SUV,289.040734
QB14114,Oregon,F,,81850.0,132.0,Personal Auto,Sports Car,429.860895
HM41195,Arizona,M,,22906.0,76.0,Personal Auto,Four-Door Car,519.883102
HE15857,Washington,M,,37138.0,83.0,Personal Auto,Two-Door Car,417.28389
JC33752,Oregon,F,,21024.0,82.0,Personal Auto,Two-Door Car,450.129276
AJ69778,Oregon,F,,77135.0,84.0,Personal Auto,Four-Door Car,98.372265
TG69238,Oregon,F,,72845.0,108.0,Personal Auto,SUV,463.000336
UI63465,Oregon,F,,51622.0,74.0,Corporate Auto,Four-Door Car,355.2
HA20933,Oregon,F,,15616.0,114.0,Personal Auto,SUV,547.2
JV68002,Washington,M,,23091.0,96.0,Corporate Auto,Four-Door Car,460.8
PU92298,Arizona,F,,22699.0,74.0,Personal Auto,Four-Door Car,355.2
AA16582,Washington,M,,14072.0,71.0,Personal Auto,Four-Door Car,511.2
AZ87715,California,F,,81713.0,74.0,Personal Auto,Four-Door Car,332.224293
GI89160,California,F,,56516.0,199.0,Personal Auto,Luxury SUV,955.2
EW86465,Arizona,M,,26747.0,61.0,Corporate Auto,Four-Door Car,404.074203
UW70224,Oregon,F,,63422.0,66.0,Personal Auto,Four-Door Car,355.922452
LU12532,California,F,,22081.0,84.0,Personal Auto,Two-Door Car,451.670309
BH43379,Oregon,F,,29698.0,83.0,Personal Auto,Four-Door Car,215.884804
GV59387,California,F,,24518.0,74.0,Personal Auto,Two-Door Car,241.656325
LQ76410,Arizona,M,,62873.0,81.0,Special Auto,Four-Door Car,207.75186
MF19231,California,M,,28377.0,94.0,Personal Auto,Four-Door Car,451.2
XS47087,Oregon,M,,21102.0,100.0,Personal Auto,SUV,480.0
SE76116,California,M,,81410.0,119.0,Personal Auto,SUV,221.188327
GJ63103,Oregon,F,,27869.0,67.0,Personal Auto,Two-Door Car,482.4
PL78574,Arizona,M,,57449.0,103.0,Personal Auto,Four-Door Car,494.4
NV69875,Oregon,M,,40901.0,74.0,Corporate Auto,Four-Door Car,13.628274
MC38650,Nevada,M,,88701.0,99.0,Personal Auto,Two-Door Car,171.830049
No73819,California,F,,29365.0,137.0,Personal Auto,Sports Car,657.6
WQ54314,Oregon,F,,56455.0,73.0,Personal Auto,Four-Door Car,350.4
NM57315,California,M,,35095.0,73.0,Special Auto,Two-Door Car,525.6
EN77569,Oregon,F,,94903.0,94.0,Special Auto,Two-Door Car,451.2
YP47665,Washington,M,,80192.0,67.0,Personal Auto,Four-Door Car,95.193157
EQ59908,California,M,,60244.0,83.0,Corporate Auto,Four-Door Car,326.281835
YU72540,Arizona,F,,52735.0,65.0,Personal Auto,Four-Door Car,123.512596
BZ50261,Arizona,F,,78275.0,72.0,Personal Auto,Two-Door Car,25.336642
QE92747,Oregon,F,,77282.0,102.0,Corporate Auto,Four-Door Car,489.6
KG83280,California,F,,21604.0,79.0,Personal Auto,Four-Door Car,379.2
IL42365,Arizona,F,,51962.0,125.0,Personal Auto,Sports Car,788.206874
FV14881,California,F,,56362.0,197.0,Personal Auto,Luxury SUV,945.6
RR54950,Arizona,M,,85753.0,66.0,Special Auto,Four-Door Car,316.8
FC70869,Arizona,F,,36167.0,76.0,Personal Auto,Two-Door Car,364.8
PB60303,Oregon,F,,68568.0,223.0,Personal Auto,Luxury Car,1070.4
HO50571,California,F,,35482.0,129.0,Personal Auto,SUV,619.2
BH86846,Washington,M,,92079.0,65.0,Corporate Auto,Four-Door Car,114.798771
FZ73016,California,F,,34558.0,113.0,Personal Auto,SUV,376.529086
HJ19927,Nevada,M,,14775.0,69.0,Personal Auto,Four-Door Car,170.939409
RJ99408,California,M,,35637.0,68.0,Personal Auto,Four-Door Car,326.4
EL81968,Oregon,M,,66726.0,97.0,Personal Auto,Two-Door Car,335.840529
PB60406,California,F,,79719.0,71.0,Personal Auto,Four-Door Car,425.924132
IY37465,Arizona,M,,25632.0,63.0,Corporate Auto,Two-Door Car,351.270869
LF55270,Oregon,F,,61108.0,89.0,Personal Auto,Four-Door Car,49.451117
IS63925,Arizona,F,,21073.0,106.0,Personal Auto,SUV,508.8
CQ21583,Oregon,M,,17932.0,79.0,Personal Auto,Four-Door Car,379.2
PR21713,Nevada,M,,81082.0,73.0,Personal Auto,Four-Door Car,281.295903
XE10977,Oregon,F,,71684.0,66.0,Personal Auto,Two-Door Car,196.065149
JG87029,Oregon,M,,57338.0,61.0,Personal Auto,Two-Door Car,292.8
WE19034,Oregon,M,,24409.0,62.0,Corporate Auto,Four-Door Car,297.6
DF62718,California,F,,83488.0,90.0,Personal Auto,Four-Door Car,432.784577
WC65050,California,F,,62537.0,71.0,Personal Auto,Two-Door Car,354.199664
ST27958,Washington,M,,10621.0,67.0,Personal Auto,Four-Door Car,321.6
XZ81226,Arizona,F,,43478.0,80.0,Personal Auto,Four-Door Car,384.0
TU53781,Oregon,F,,46503.0,215.0,Corporate Auto,Luxury SUV,1032.0
GC93551,Oregon,F,,27179.0,66.0,Personal Auto,Four-Door Car,344.201601
MO33279,California,F,,62229.0,70.0,Personal Auto,Two-Door Car,336.0
PW90662,Oregon,M,,67060.0,126.0,Personal Auto,SUV,339.000467
WS53288,Oregon,F,,13663.0,97.0,Personal Auto,Four-Door Car,465.6
HR87252,California,F,,97745.0,113.0,Personal Auto,Sports Car,695.136477
SB27146,Oregon,F,,26026.0,116.0,Personal Auto,Two-Door Car,283.670312
KI58952,California,F,,72794.0,164.0,Personal Auto,SUV,50.454459
RM21896,Oregon,F,,47730.0,91.0,Personal Auto,Four-Door Car,219.440024
PO27978,Oregon,F,,97785.0,73.0,Personal Auto,Two-Door Car,236.614219
TI19722,Washington,M,,30817.0,88.0,Corporate Auto,Four-Door Car,91.834668
DO83038,California,F,,64502.0,70.0,Personal Auto,Two-Door Car,39.336222
AG62087,California,M,,30335.0,87.0,Corporate Auto,Four-Door Car,326.132867
BA56812,Oregon,M,,21020.0,80.0,Corporate Auto,Four-Door Car,178.371281
QF74147,California,F,,84574.0,70.0,Special Auto,Four-Door Car,167.459769
YF87007,Oregon,F,,11828.0,90.0,Corporate Auto,Four-Door Car,571.479602
ZL18631,Arizona,F,,54889.0,63.0,Personal Auto,Four-Door Car,302.4
BZ71120,Oregon,F,,89918.0,105.0,Personal Auto,SUV,367.230882
UP60200,California,M,,87002.0,110.0,Personal Auto,Two-Door Car,199.851173
XZ64172,Oregon,M,,55687.0,276.0,Corporate Auto,Luxury SUV,1324.8
CA47176,Oregon,M,,17103.0,87.0,Personal Auto,Two-Door Car,417.6
XT10744,Arizona,M,,28441.0,73.0,Special Auto,Two-Door Car,686.020135
HT48275,Oregon,M,,91212.0,69.0,Personal Auto,Two-Door Car,270.311239
HB48073,Arizona,F,,66325.0,117.0,Corporate Auto,SUV,497.719213
MD43085,Oregon,F,,67895.0,101.0,Personal Auto,Four-Door Car,403.937672
NJ11986,Arizona,F,,29550.0,114.0,Corporate Auto,Two-Door Car,118.750512
HH55884,Arizona,M,,10275.0,97.0,Personal Auto,Four-Door Car,465.6
JP69867,Nevada,M,,61725.0,106.0,Personal Auto,Four-Door Car,508.8
FT86104,California,M,,28215.0,65.0,Corporate Auto,Two-Door Car,468.0
GV39658,Arizona,F,,10563.0,121.0,Corporate Auto,SUV,109.814874
VD51297,California,M,,99722.0,61.0,Personal Auto,Four-Door Car,292.8
EP29567,Washington,M,,16224.0,93.0,Corporate Auto,Four-Door Car,498.452698
